time,x,y,z
12.511,2.21,-4.01,0.41
12.517,2.36,-3.90,0.60
12.523,2.36,-3.80,0.60
12.527,2.30,-3.73,0.53
12.532,2.41,-3.67,0.40
12.538,2.61,-3.56,0.30
12.543,2.61,-3.42,0.21
12.547,2.73,-3.23,0.14
12.552,2.93,-3.09,-0.01
12.558,3.06,-2.94,-0.10
12.563,3.10,-2.83,-0.15
12.568,3.12,-2.74,-0.14
12.573,3.18,-2.64,-0.06
12.579,3.19,-2.55,0.00
12.584,3.25,-2.43,-0.02
12.587,3.41,-2.26,-0.04
12.600,3.45,-2.10,-0.04
12.602,3.61,-1.96,0.00
12.608,3.73,-1.81,0.06
12.610,3.74,-1.65,0.04
12.629,3.76,-1.53,0.03
12.630,3.85,-1.40,-0.04
12.630,3.91,-1.28,-0.05
12.630,3.89,-1.13,-0.02
12.633,3.99,-0.98,-0.01
12.638,4.06,-0.82,-0.00
12.643,4.07,-0.65,-0.03
12.649,4.18,-0.54,-0.07
12.659,4.20,-0.38,0.01
12.659,4.19,-0.24,0.07
12.664,4.18,-0.10,0.08
12.669,4.18,0.07,0.09
12.674,4.18,0.21,0.06
12.678,4.18,0.35,0.09
12.683,4.18,0.49,0.15
12.688,4.18,0.63,0.23
12.693,4.11,0.79,0.20
12.703,4.21,0.93,0.19
12.704,4.20,1.11,0.24
12.712,4.24,1.26,0.32
12.714,4.19,1.39,0.36
12.731,4.13,1.57,0.41
12.732,4.12,1.68,0.45
12.732,4.08,1.79,0.58
12.739,3.95,1.93,0.71
12.739,3.92,2.05,0.84
12.743,3.85,2.18,0.95
12.748,3.86,2.34,0.91
12.754,3.82,2.51,0.95
12.758,3.79,2.64,0.99
12.764,3.70,2.80,1.10
12.772,3.64,2.90,1.10
12.774,3.52,3.02,1.09
12.779,3.45,3.12,1.07
12.783,3.37,3.23,1.09
12.789,3.36,3.36,1.15
12.795,3.33,3.49,1.28
12.798,3.25,3.63,1.59
12.805,3.07,3.76,1.91
12.809,3.08,3.87,1.84
12.814,3.00,3.99,1.67
12.819,2.90,4.09,1.66
12.826,2.74,4.17,1.71
12.828,2.76,4.28,1.60
12.834,2.57,4.35,1.41
12.846,2.49,4.45,1.17
12.847,2.40,4.55,1.18
12.853,2.41,4.66,1.22
12.854,2.28,4.76,1.18
12.881,2.27,4.88,1.06
12.882,2.18,4.93,0.92
12.882,2.12,5.00,0.92
12.882,1.97,5.08,1.02
12.882,1.90,5.16,1.12
12.885,1.78,5.22,1.09
12.890,1.75,5.28,0.98
12.895,1.62,5.37,0.95
12.899,1.62,5.47,0.95
12.904,1.54,5.52,1.03
12.912,1.53,5.57,1.01
12.915,1.41,5.63,0.95
12.919,1.29,5.69,0.90
12.929,1.20,5.72,0.81
12.930,1.15,5.76,0.84
12.934,1.09,5.81,0.87
12.939,1.07,5.84,0.80
12.951,1.03,5.89,0.72
12.952,1.00,5.96,0.64
12.956,0.94,6.01,0.63
12.959,0.94,6.01,0.60
12.972,0.83,6.02,0.62
12.973,0.80,6.06,0.56
12.974,0.71,6.08,0.54
12.985,0.73,6.11,0.44
12.986,0.70,6.15,0.41
12.992,0.75,6.18,0.42
12.994,0.67,6.19,0.39
12.999,0.69,6.21,0.29
13.004,0.67,6.18,0.22
13.010,0.62,6.18,0.13
13.015,0.57,6.16,0.11
13.020,0.57,6.16,0.11
13.025,0.55,6.14,0.07
13.029,0.60,6.15,0.02
13.035,0.60,6.16,-0.01
13.040,0.68,6.14,-0.00
13.045,0.67,6.15,0.04
13.051,0.65,6.12,0.10
13.055,0.56,6.08,0.13
13.061,0.65,6.06,0.04
13.066,0.60,6.02,0.05
13.082,0.75,6.00,0.04
13.083,0.70,5.97,0.07
13.086,0.84,5.93,0.08
13.087,0.83,5.90,0.16
13.092,0.86,5.85,0.15
13.095,0.88,5.80,0.13
13.100,0.93,5.74,0.19
13.105,0.99,5.69,0.21
13.112,1.10,5.64,0.25
13.115,1.12,5.59,0.26
13.122,1.19,5.54,0.27
13.125,1.22,5.49,0.24
13.132,1.33,5.45,0.28
13.135,1.41,5.34,0.34
13.142,1.41,5.27,0.39
13.146,1.46,5.19,0.32
13.151,1.52,5.07,0.23
13.156,1.59,5.01,0.21
13.161,1.67,4.94,0.30
13.165,1.81,4.85,0.35
13.171,1.89,4.78,0.35
13.177,1.90,4.69,0.27
13.181,1.97,4.61,0.24
13.185,2.07,4.51,0.25
13.198,2.13,4.39,0.29
13.199,2.17,4.29,0.33
13.201,2.30,4.17,0.29
13.206,2.40,4.07,0.19
13.226,2.46,3.97,0.21
13.227,2.59,3.88,0.21
13.227,2.70,3.75,0.25
13.227,2.72,3.66,0.27
13.234,2.77,3.51,0.15
13.235,2.84,3.36,0.10
13.240,2.88,3.27,0.16
13.246,3.01,3.15,0.16
13.251,3.14,3.00,0.16
13.255,3.15,2.90,0.16
13.261,3.20,2.78,0.03
13.265,3.33,2.66,-0.04
13.270,3.40,2.50,0.03
13.275,3.40,2.34,0.08
13.281,3.48,2.21,0.10
13.286,3.51,2.04,0.04
13.291,3.64,1.92,-0.04
13.296,3.67,1.83,-0.05
13.301,3.72,1.68,0.01
13.305,3.82,1.52,0.03
13.311,3.85,1.38,-0.04
13.317,3.81,1.25,-0.13
13.321,3.81,1.10,-0.14
13.325,3.86,0.92,-0.12
13.335,3.88,0.76,-0.09
13.336,3.93,0.64,-0.12
13.344,3.96,0.51,-0.17
13.346,4.01,0.35,-0.19
13.360,4.04,0.24,-0.19
13.361,4.11,0.12,-0.14
13.361,4.04,-0.07,-0.11
13.373,3.97,-0.23,-0.12
13.374,3.97,-0.40,-0.10
13.376,4.01,-0.56,-0.10
13.381,4.00,-0.66,-0.02
13.388,3.98,-0.82,0.06
13.391,4.04,-0.95,0.09
13.396,4.04,-1.06,0.09
13.402,3.94,-1.23,0.04
13.407,3.93,-1.40,0.03
13.411,3.88,-1.56,0.12
13.416,3.81,-1.68,0.18
13.422,3.55,-1.80,-0.07
13.432,3.72,-1.90,-0.73
13.434,4.00,-2.04,-1.10
13.442,3.87,-2.17,-1.20
13.442,3.48,-2.33,-1.19
13.448,3.51,-2.53,-1.09
13.451,3.50,-2.69,-0.91
13.461,3.35,-2.80,-0.58
13.461,3.22,-2.89,0.02
13.466,3.28,-2.99,0.48
13.474,3.25,-3.07,0.55
13.479,3.35,-3.16,0.40
13.481,3.15,-3.33,0.42
13.486,3.03,-3.47,0.48
13.492,2.75,-3.65,0.53
13.497,2.65,-3.78,0.47
13.501,2.57,-3.91,0.38
13.507,2.57,-3.94,0.36
13.512,2.54,-4.02,0.47
13.516,2.62,-4.10,0.57
13.521,2.46,-4.19,0.57
13.527,2.34,-4.31,0.57
13.532,2.08,-4.49,0.51
13.536,1.94,-4.61,0.56
13.544,1.87,-4.75,0.74
13.548,1.72,-4.82,0.79
13.552,1.68,-4.86,0.75
13.556,1.75,-4.87,0.78
13.562,1.69,-4.95,1.08
13.568,1.62,-5.03,1.36
13.572,1.43,-5.14,1.60
13.582,1.29,-5.27,1.70
13.582,1.09,-5.40,1.80
13.590,0.91,-5.52,1.86
13.593,0.84,-5.56,1.97
13.606,0.76,-5.62,2.04
13.607,0.68,-5.68,1.84
13.609,0.71,-5.67,1.43
13.620,0.68,-5.66,0.89
13.620,0.62,-5.71,0.37
13.622,0.45,-5.75,-0.04
13.629,0.33,-5.78,-0.34
13.634,0.34,-5.92,-0.40
13.637,0.15,-5.92,-0.30
13.642,-0.05,-5.91,-0.42
13.648,0.39,-5.84,-0.41
13.653,0.21,-5.87,-0.21
13.657,0.00,-5.98,0.00
13.662,-0.11,-6.09,0.18
13.668,-0.35,-6.20,0.16
13.673,-0.43,-6.25,0.20
13.677,-0.49,-6.25,0.15
13.684,-0.36,-6.15,0.16
13.687,-0.30,-6.11,0.30
13.692,-0.18,-6.08,0.54
13.698,-0.18,-6.07,0.78
13.705,-0.28,-6.15,1.01
13.708,-0.47,-6.24,1.27
13.715,-0.64,-6.31,1.48
13.733,-0.70,-6.34,1.50
13.736,-0.68,-6.36,1.56
13.736,-0.65,-6.31,1.59
13.736,-0.55,-6.25,1.50
13.740,-0.51,-6.21,1.28
13.743,-0.46,-6.16,1.04
13.749,-0.52,-6.17,0.68
13.757,-0.62,-6.21,0.39
13.759,-0.67,-6.21,0.06
13.763,-0.65,-6.21,-0.05
13.768,-0.57,-6.16,-0.02
13.774,-0.50,-6.11,0.17
13.778,-0.42,-6.05,0.34
13.783,-0.36,-6.01,0.56
13.790,-0.32,-6.01,0.76
13.793,-0.40,-6.04,1.03
13.799,-0.38,-6.02,1.24
13.803,-0.40,-6.00,1.34
13.810,-0.35,-5.96,1.26
13.814,-0.25,-5.89,1.09
13.818,-0.11,-5.80,0.87
13.825,0.00,-5.73,0.68
13.829,0.05,-5.66,0.53
13.833,-0.00,-5.67,0.38
13.838,0.09,-5.64,0.03
13.844,0.05,-5.60,-0.35
13.849,0.12,-5.55,-0.48
13.853,0.24,-5.48,-0.31
13.865,0.37,-5.40,-0.01
13.866,0.49,-5.33,0.31
13.877,0.61,-5.26,0.39
13.877,0.66,-5.20,0.50
13.895,0.69,-5.17,0.68
13.896,0.69,-5.15,0.88
13.896,0.77,-5.11,1.02
13.896,0.88,-5.02,0.94
13.899,1.01,-4.89,0.76
13.904,1.21,-4.76,0.60
13.909,1.24,-4.67,0.30
13.915,1.35,-4.59,0.11
13.924,1.41,-4.50,-0.15
13.925,1.51,-4.39,-0.48
13.940,1.58,-4.37,-0.64
13.941,1.73,-4.26,-0.58
13.944,1.79,-4.15,-0.24
13.945,1.90,-4.08,0.10
13.957,2.01,-3.99,0.26
13.957,2.14,-3.88,0.35
13.962,2.25,-3.80,0.41
13.984,2.27,-3.69,0.47
13.986,2.31,-3.59,0.48
13.987,2.52,-3.47,0.45
13.987,2.60,-3.34,0.30
13.987,2.58,-3.20,0.13
13.989,2.70,-3.08,-0.00
13.995,2.84,-3.00,-0.09
14.003,2.89,-2.83,-0.09
14.004,2.96,-2.73,-0.10
14.009,3.08,-2.61,-0.13
14.014,3.16,-2.47,-0.07
14.019,3.28,-2.33,0.00
14.024,3.34,-2.23,0.01
14.030,3.36,-2.09,0.05
14.035,3.45,-1.95,-0.00
14.039,3.53,-1.82,0.02
14.045,3.63,-1.66,0.00
14.050,3.62,-1.53,0.04
14.055,3.70,-1.40,0.08
14.060,3.75,-1.25,0.03
14.064,3.84,-1.08,-0.04
14.069,3.82,-0.99,-0.04
14.076,3.87,-0.82,-0.00
14.080,3.88,-0.68,-0.00
14.085,3.90,-0.55,-0.00
14.094,4.00,-0.42,-0.01
14.095,4.07,-0.25,-0.00
14.125,4.03,-0.09,0.04
14.126,4.06,0.07,0.07
14.126,4.12,0.20,0.08
14.126,4.08,0.34,0.07
14.126,4.04,0.45,0.11
14.126,4.05,0.59,0.15
14.130,3.99,0.76,0.19
14.135,4.01,0.91,0.24
14.142,4.07,1.07,0.28
14.145,4.08,1.22,0.26
14.151,3.99,1.35,0.31
14.155,4.09,1.51,0.31
14.160,4.00,1.66,0.41
14.165,3.94,1.80,0.51
14.170,3.85,1.88,0.61
14.177,3.74,2.00,0.66
14.184,3.67,2.09,0.65
14.185,3.73,2.23,0.68
14.190,3.64,2.40,0.85
14.196,3.61,2.58,0.97
14.202,3.65,2.72,1.02
14.205,3.56,2.86,0.96
14.211,3.50,2.98,0.97
14.215,3.44,3.10,1.03
14.220,3.30,3.18,1.09
14.225,3.24,3.28,1.10
14.230,3.17,3.44,1.07
14.235,3.16,3.55,1.19
14.240,3.03,3.65,1.56
14.252,2.90,3.80,1.69
14.253,2.92,3.93,1.57
14.262,2.86,4.01,1.50
14.287,2.73,4.13,1.56
14.288,2.63,4.18,1.66
14.289,2.55,4.28,1.63
14.289,2.41,4.38,1.50
14.289,2.36,4.47,1.27
14.289,2.31,4.55,1.21
14.291,2.27,4.67,1.20
14.296,2.19,4.76,1.15
14.301,2.15,4.87,1.05
14.306,2.06,4.96,0.94
14.311,1.96,5.00,0.90
14.317,1.82,5.05,0.98
14.321,1.73,5.11,1.07
14.326,1.68,5.20,1.08
14.330,1.64,5.26,0.96
14.336,1.61,5.36,0.93
14.341,1.49,5.43,1.01
14.345,1.48,5.48,1.10
14.353,1.36,5.51,1.13
14.357,1.25,5.56,1.06
14.361,1.25,5.62,0.95
14.366,1.15,5.64,0.90
14.373,1.09,5.71,0.98
14.376,1.09,5.76,0.99
14.381,1.05,5.81,0.92
14.394,1.04,5.85,0.79
14.395,1.00,5.90,0.75
14.397,0.89,5.93,0.75
14.401,0.83,5.93,0.78
14.429,0.80,5.95,0.76
14.430,0.72,5.98,0.71
14.430,0.73,5.98,0.60
14.430,0.69,6.02,0.54
14.430,0.71,6.05,0.57
14.441,0.70,6.08,0.59
14.441,0.67,6.07,0.56
14.441,0.63,6.08,0.50
14.449,0.57,6.09,0.43
14.450,0.56,6.08,0.38
14.458,0.54,6.07,0.39
14.461,0.55,6.05,0.40
14.465,0.64,6.08,0.24
14.471,0.65,6.08,0.18
14.476,0.62,6.06,0.20
14.481,0.58,6.02,0.15
14.489,0.59,5.98,0.20
14.491,0.62,5.95,0.19
14.496,0.59,5.95,0.17
14.501,0.61,5.92,0.20
14.506,0.69,5.91,0.23
14.511,0.71,5.89,0.26
14.517,0.82,5.85,0.24
14.521,0.82,5.79,0.23
14.528,0.87,5.76,0.18
14.531,0.82,5.71,0.30
14.536,0.89,5.64,0.29
14.541,0.90,5.56,0.29
14.547,1.02,5.54,0.30
14.552,1.07,5.54,0.31
14.557,1.16,5.48,0.28
14.562,1.21,5.42,0.28
14.567,1.29,5.35,0.28
14.572,1.27,5.24,0.30
14.577,1.35,5.15,0.35
14.583,1.42,5.09,0.31
14.589,1.50,5.05,0.26
14.591,1.58,4.96,0.25
14.602,1.68,4.89,0.29
14.603,1.78,4.81,0.26
14.608,1.82,4.73,0.28
14.612,1.82,4.60,0.26
14.630,1.90,4.50,0.24
14.634,1.98,4.41,0.21
14.634,2.00,4.32,0.26
14.634,2.12,4.23,0.27
14.639,2.24,4.15,0.22
14.642,2.35,4.06,0.17
14.647,2.42,3.94,0.15
14.652,2.50,3.81,0.16
14.657,2.54,3.69,0.15
14.662,2.59,3.56,0.15
14.669,2.69,3.44,0.10
14.673,2.77,3.35,0.07
14.677,2.86,3.24,0.05
14.682,2.99,3.12,0.09
14.687,2.97,3.01,0.05
14.692,3.01,2.87,0.01
14.697,3.16,2.72,-0.02
14.707,3.20,2.59,0.01
14.708,3.17,2.46,0.06
14.715,3.23,2.30,0.06
14.718,3.33,2.18,0.01
14.737,3.46,2.08,-0.04
14.738,3.50,1.95,-0.07
14.739,3.52,1.82,-0.04
14.739,3.56,1.66,0.00
14.743,3.56,1.50,-0.03
14.748,3.61,1.36,-0.07
14.753,3.66,1.20,-0.13
14.758,3.69,1.07,-0.14
14.767,3.74,0.94,-0.12
14.767,3.85,0.82,-0.15
14.773,3.88,0.67,-0.16
14.778,3.90,0.53,-0.26
14.782,3.88,0.39,-0.26
14.787,3.87,0.24,-0.20
14.793,3.85,0.08,-0.15
14.798,3.87,-0.08,-0.15
14.804,3.87,-0.22,-0.11
14.814,3.86,-0.35,-0.11
14.815,3.88,-0.48,-0.07
14.819,3.93,-0.62,-0.03
14.823,3.85,-0.76,0.03
14.842,3.81,-0.92,0.03
14.846,3.82,-1.08,0.04
14.846,3.72,-1.22,0.09
14.846,3.77,-1.38,0.16
14.849,3.66,-1.54,-0.02
14.853,3.63,-1.57,-0.63
14.858,3.77,-1.72,-1.03
14.864,3.77,-1.86,-1.19
14.868,3.61,-2.02,-1.16
14.873,3.50,-2.18,-1.05
14.879,3.34,-2.35,-0.86
14.884,3.33,-2.50,-0.51
14.888,3.31,-2.57,-0.04
14.893,3.31,-2.66,0.40
14.900,3.30,-2.77,0.47
14.904,3.39,-2.85,0.38
14.908,3.22,-2.99,0.38
14.920,3.00,-3.17,0.39
14.921,2.82,-3.35,0.39
14.924,2.76,-3.49,0.43
14.930,2.64,-3.62,0.46
14.942,2.60,-3.68,0.43
14.942,2.59,-3.72,0.39
14.947,2.64,-3.78,0.41
14.956,2.59,-3.90,0.48
14.957,2.43,-4.06,0.53
14.958,2.23,-4.19,0.51
14.963,2.07,-4.33,0.49
14.970,1.94,-4.47,0.56
14.977,1.84,-4.54,0.54
14.978,1.88,-4.60,0.67
14.984,1.89,-4.60,0.69
14.988,1.77,-4.66,0.66
14.993,1.67,-4.77,0.70
14.998,1.55,-4.91,0.89
15.004,1.44,-5.00,1.16
15.008,1.26,-5.13,1.39
15.013,1.12,-5.20,1.56
15.024,1.03,-5.29,1.67
15.025,0.96,-5.36,1.73
15.031,0.95,-5.41,1.83
15.034,0.81,-5.46,1.92
15.047,0.73,-5.53,1.91
15.049,0.60,-5.61,1.62
15.049,0.53,-5.62,1.17
15.060,0.48,-5.66,0.67
15.061,0.41,-5.69,0.21
15.064,0.28,-5.71,-0.14
15.069,0.22,-5.73,-0.40
15.075,0.31,-5.78,-0.38
15.079,0.18,-5.80,-0.35
15.083,0.02,-5.83,-0.34
15.089,0.11,-5.83,-0.46
15.094,0.24,-5.83,-0.32
15.099,-0.14,-5.94,-0.10
15.104,-0.25,-6.03,0.07
15.109,-0.43,-6.11,0.07
15.114,-0.43,-6.14,0.06
15.119,-0.46,-6.14,0.13
15.125,-0.30,-6.06,0.34
15.131,-0.21,-6.02,0.79
15.136,-0.19,-5.96,1.19
15.139,-0.28,-6.00,1.46
15.147,-0.38,-6.12,1.60
15.150,-0.58,-6.17,1.67
15.155,-0.73,-6.26,1.70
15.166,-0.79,-6.29,1.60
15.167,-0.72,-6.24,1.31
15.170,-0.62,-6.19,1.00
15.175,-0.49,-6.10,0.69
15.191,-0.38,-6.04,0.45
15.192,-0.43,-6.01,0.29
15.192,-0.53,-6.05,0.16
15.195,-0.68,-6.09,0.11
15.200,-0.67,-6.12,0.08
15.204,-0.66,-6.08,0.16
15.210,-0.59,-6.02,0.35
15.216,-0.46,-5.97,0.59
15.220,-0.38,-5.89,0.84
15.225,-0.30,-5.84,0.98
15.233,-0.31,-5.84,1.09
15.236,-0.35,-5.87,1.17
15.239,-0.38,-5.89,1.16
15.244,-0.41,-5.89,1.10
15.251,-0.32,-5.81,0.89
15.255,-0.22,-5.73,0.65
15.260,-0.07,-5.65,0.51
15.273,0.01,-5.58,0.40
15.274,0.12,-5.50,0.20
15.276,0.13,-5.47,-0.11
15.281,0.13,-5.47,-0.39
15.306,0.13,-5.46,-0.37
15.307,0.17,-5.41,-0.14
15.307,0.27,-5.36,0.18
15.307,0.41,-5.28,0.35
15.308,0.52,-5.19,0.46
15.310,0.64,-5.15,0.55
15.315,0.73,-5.08,0.71
15.320,0.76,-4.98,0.86
15.325,0.81,-4.94,0.86
15.331,0.88,-4.92,0.78
15.336,0.95,-4.80,0.65
15.341,1.09,-4.74,0.47
15.345,1.11,-4.63,0.26
15.350,1.26,-4.52,0.03
15.355,1.40,-4.43,-0.25
15.361,1.51,-4.33,-0.54
15.366,1.59,-4.24,-0.57
15.372,1.72,-4.15,-0.41
15.376,1.75,-4.08,-0.10
15.381,1.78,-4.03,0.19
15.385,1.89,-3.95,0.34
15.391,1.97,-3.83,0.40
15.396,2.08,-3.72,0.49
15.401,2.19,-3.57,0.52
15.405,2.31,-3.47,0.45
15.414,2.51,-3.33,0.29
15.416,2.62,-3.21,0.17
15.447,2.59,-3.09,0.11
15.447,2.57,-3.03,-0.01
15.447,2.67,-2.94,-0.08
15.459,2.79,-2.85,-0.12
15.459,2.84,-2.70,-0.18
15.460,3.02,-2.53,-0.12
15.460,3.16,-2.39,0.02
15.460,3.27,-2.25,0.09
15.464,3.29,-2.13,0.08
15.466,3.27,-2.03,0.01
15.472,3.29,-1.91,-0.06
15.477,3.34,-1.78,-0.06
15.481,3.41,-1.67,-0.01
15.486,3.52,-1.50,0.06
15.491,3.57,-1.36,0.11
15.496,3.60,-1.20,0.00
15.501,3.71,-1.05,-0.06
15.506,3.76,-0.90,-0.04
15.513,3.78,-0.78,0.03
15.516,3.73,-0.65,0.07
15.520,3.73,-0.53,0.05
15.525,3.78,-0.41,-0.05
15.532,3.88,-0.26,-0.07
15.536,3.89,-0.07,0.02
15.541,3.91,0.08,0.11
15.553,3.98,0.24,0.15
15.554,3.94,0.36,0.09
15.560,3.88,0.50,0.06
15.561,3.91,0.61,0.06
15.582,3.87,0.75,0.19
15.583,3.88,0.91,0.28
15.583,3.89,1.03,0.28
15.583,3.92,1.20,0.24
15.586,3.91,1.35,0.23
15.592,3.85,1.50,0.29
15.596,3.95,1.63,0.33
15.602,3.79,1.75,0.46
15.607,3.79,1.90,0.56
15.611,3.68,2.01,0.60
15.616,3.61,2.11,0.61
15.622,3.52,2.24,0.63
15.626,3.52,2.38,0.68
15.631,3.50,2.52,0.73
15.639,3.53,2.68,0.79
15.648,3.46,2.81,0.92
15.649,3.32,2.95,0.96
15.651,3.28,3.05,0.95
15.660,3.22,3.16,0.98
15.661,3.11,3.26,1.04
15.667,3.06,3.38,1.04
15.674,3.05,3.48,1.05
15.676,3.01,3.62,1.32
15.682,2.79,3.73,1.58
15.686,2.83,3.87,1.49
15.691,2.80,3.96,1.38
15.696,2.72,4.10,1.36
15.701,2.56,4.17,1.52
15.707,2.49,4.25,1.56
15.712,2.38,4.32,1.48
15.717,2.27,4.43,1.34
15.724,2.15,4.50,1.22
15.727,2.16,4.59,1.27
15.732,2.12,4.69,1.34
15.737,2.06,4.78,1.25
15.742,1.97,4.88,1.07
15.747,1.85,4.95,0.96
15.752,1.80,4.99,0.97
15.757,1.70,5.05,1.13
15.771,1.65,5.12,1.17
15.772,1.54,5.18,1.12
15.774,1.52,5.27,1.02
15.801,1.46,5.33,1.00
15.802,1.43,5.42,1.07
15.802,1.40,5.47,1.18
15.802,1.32,5.48,1.18
15.804,1.21,5.54,1.09
15.806,1.11,5.58,0.97
15.808,1.05,5.61,0.91
15.814,1.00,5.66,0.97
15.817,0.99,5.71,1.07
15.823,0.96,5.78,1.00
15.827,0.92,5.82,0.85
15.832,0.86,5.83,0.81
15.837,0.80,5.85,0.82
15.842,0.77,5.87,0.83
15.847,0.70,5.88,0.81
15.853,0.68,5.90,0.73
15.858,0.67,5.95,0.63
15.862,0.64,5.97,0.57
15.867,0.66,5.97,0.64
15.873,0.64,5.99,0.66
15.877,0.62,5.97,0.62
15.886,0.60,5.98,0.50
15.888,0.55,5.97,0.46
15.894,0.57,5.96,0.46
15.914,0.54,5.95,0.47
15.914,0.56,5.94,0.47
15.915,0.59,5.98,0.30
15.915,0.62,5.94,0.23
15.926,0.59,5.94,0.24
15.927,0.61,5.91,0.31
15.928,0.58,5.87,0.33
15.941,0.63,5.84,0.31
15.956,0.62,5.83,0.32
15.957,0.71,5.79,0.27
15.957,0.73,5.78,0.26
15.957,0.76,5.74,0.33
15.957,0.81,5.71,0.33
15.963,0.85,5.63,0.33
15.971,0.86,5.59,0.35
15.974,0.88,5.56,0.34
15.977,0.93,5.50,0.30
15.983,1.01,5.44,0.38
15.989,1.11,5.43,0.45
15.992,1.12,5.35,0.41
15.997,1.18,5.29,0.33
16.002,1.26,5.26,0.30
16.009,1.30,5.15,0.37
16.013,1.32,5.06,0.43
16.018,1.38,5.02,0.40
16.029,1.47,4.93,0.35
16.030,1.55,4.85,0.31
16.036,1.62,4.77,0.30
16.038,1.72,4.69,0.35
16.062,1.78,4.63,0.38
16.063,1.83,4.52,0.30
16.064,1.85,4.43,0.26
16.064,1.90,4.32,0.24
16.064,1.97,4.23,0.27
16.069,2.07,4.13,0.30
16.074,2.15,4.04,0.27
16.078,2.27,3.92,0.22
16.084,2.35,3.85,0.20
16.089,2.47,3.74,0.18
16.094,2.54,3.62,0.18
16.098,2.56,3.52,0.19
16.103,2.60,3.36,0.10
16.108,2.68,3.27,0.11
16.113,2.77,3.15,0.13
16.118,2.89,3.03,0.12
16.123,2.92,2.93,0.13
16.128,2.94,2.79,0.05
16.134,3.02,2.68,0.01
16.139,3.15,2.54,-0.02
16.144,3.17,2.40,0.02
16.150,3.18,2.29,0.07
16.155,3.18,2.11,0.04
16.159,3.27,1.97,-0.00
16.169,3.36,1.86,-0.05
16.170,3.41,1.74,-0.06
16.176,3.51,1.63,-0.04
16.205,3.48,1.48,-0.01
16.206,3.60,1.33,-0.07
16.206,3.55,1.17,-0.12
16.207,3.60,1.03,-0.14
16.207,3.59,0.88,-0.13
16.207,3.65,0.75,-0.10
16.210,3.67,0.62,-0.14
16.219,3.76,0.49,-0.17
16.220,3.72,0.38,-0.24
16.225,3.78,0.23,-0.21
16.230,3.83,0.06,-0.15
16.235,3.76,-0.07,-0.10
16.240,3.74,-0.25,-0.09
16.244,3.73,-0.41,-0.08
16.253,3.75,-0.51,-0.09
16.255,3.75,-0.68,-0.01
16.260,3.67,-0.79,0.05
16.264,3.69,-0.91,0.06
16.269,3.75,-1.06,0.06
16.275,3.69,-1.22,0.08
16.280,3.61,-1.34,0.14
16.284,3.55,-1.50,0.14
16.292,3.38,-1.63,-0.12
16.295,3.50,-1.72,-0.71
16.300,3.61,-1.86,-1.11
16.319,3.67,-1.98,-1.27
16.320,3.38,-2.15,-1.22
16.320,3.26,-2.29,-1.18
16.320,3.22,-2.45,-1.01
16.325,3.22,-2.59,-0.57
16.330,3.10,-2.68,0.05
16.335,3.10,-2.76,0.49
16.340,3.10,-2.85,0.48
16.345,3.19,-2.96,0.37
16.350,2.99,-3.10,0.44
16.355,2.76,-3.27,0.45
16.361,2.64,-3.44,0.46
16.365,2.52,-3.59,0.44
16.370,2.38,-3.66,0.40
16.376,2.37,-3.71,0.41
16.381,2.45,-3.78,0.38
16.384,2.53,-3.86,0.46
16.397,2.39,-3.95,0.59
16.398,2.23,-4.07,0.55
16.400,2.04,-4.26,0.44
16.405,1.89,-4.38,0.49
16.424,1.70,-4.52,0.53
16.425,1.71,-4.57,0.65
16.425,1.69,-4.60,0.69
16.437,1.66,-4.65,0.64
16.438,1.65,-4.69,0.70
16.438,1.57,-4.78,0.86
16.449,1.43,-4.88,1.08
16.450,1.30,-5.01,1.37
16.450,1.07,-5.15,1.59
16.455,0.92,-5.23,1.65
16.460,0.87,-5.32,1.73
16.466,0.77,-5.35,1.81
16.470,0.71,-5.40,1.89
16.475,0.66,-5.45,1.87
16.480,0.60,-5.50,1.65
16.485,0.55,-5.55,1.19
16.490,0.44,-5.58,0.71
16.495,0.33,-5.61,0.24
16.500,0.26,-5.65,-0.11
16.505,0.16,-5.67,-0.38
16.510,0.22,-5.72,-0.45
16.519,0.16,-5.73,-0.40
16.525,-0.01,-5.75,-0.37
16.525,0.05,-5.78,-0.32
16.547,-0.03,-5.74,-0.28
16.548,-0.01,-5.78,-0.45
16.549,-0.11,-5.87,-0.33
16.549,-0.26,-5.94,-0.00
16.554,-0.49,-6.04,0.23
16.556,-0.45,-6.07,0.44
16.561,-0.46,-6.07,0.73
16.565,-0.36,-6.00,1.03
16.571,-0.35,-5.96,1.42
16.576,-0.28,-5.97,1.64
16.581,-0.40,-5.99,1.68
16.588,-0.50,-6.05,1.51
16.591,-0.65,-6.13,1.28
16.596,-0.73,-6.17,1.03
16.601,-0.76,-6.17,0.86
16.606,-0.69,-6.12,0.64
16.611,-0.56,-6.04,0.42
16.615,-0.45,-5.94,0.21
16.625,-0.45,-5.89,0.08
16.626,-0.48,-5.94,0.12
16.632,-0.55,-5.97,0.20
16.636,-0.56,-5.97,0.28
16.652,-0.60,-5.99,0.42
16.653,-0.57,-5.96,0.58
16.653,-0.52,-5.90,0.83
16.657,-0.43,-5.86,1.04
16.662,-0.33,-5.80,1.13
16.666,-0.26,-5.77,1.12
16.673,-0.26,-5.74,1.05
16.678,-0.28,-5.76,0.95
16.682,-0.27,-5.72,0.85
